date,min,max,normal_min,normal_max,precipitation,precipitation_normal
19500121,68.0,37.0,58.5,39.7,0.02,0.38
19500122,67.0,41.0,58.6,39.8,0.02,0.39
19500123,72.0,36.0,58.7,39.9,0.02,0.4
19500124,59.0,38.0,58.8,40.0,0.02,0.42
19500125,49.0,25.0,58.9,40.1,0.02,0.43
19500126,50.0,18.0,59.0,40.1,0.02,0.45
19500127,51.0,16.0,59.1,40.3,0.02,0.47
19500128,58.0,30.0,59.3,40.4,0.02,0.48
19500129,58.0,29.0,59.4,40.5,0.02,0.5
19500130,56.0,29.0,59.5,40.6,0.02,0.52
19500131,54.0,26.0,59.6,40.7,0.02,0.54
19500201,54.0,19.0,59.8,40.8,0.02,0.56
19500202,50.0,22.0,59.9,41.0,0.02,0.58
19500203,61.0,26.0,60.1,41.1,0.02,0.6
19500204,57.0,36.0,60.2,41.3,0.02,0.62
19500205,68.0,41.0,60.4,41.4,0.02,0.65
19500206,71.0,55.0,60.5,41.6,0.02,0.67
19500207,66.0,41.0,60.7,41.8,0.02,0.69
19500208,60.0,30.0,60.9,42.0,0.02,0.71
19500209,62.0,28.0,61.1,42.1,0.02,0.74
19500210,58.0,38.0,61.3,42.3,0.07,0.76
19500211,59.0,44.0,61.5,42.5,0.09,0.79
19500212,58.0,36.0,61.7,42.7,0.09,0.82
19500213,60.0,30.0,61.9,42.9,0.09,0.84
19500214,67.0,33.0,62.2,43.2,0.09,0.87
19500215,68.0,36.0,62.4,43.4,0.09,0.9
19500216,69.0,36.0,62.6,43.6,0.09,0.94
19500217,75.0,37.0,62.9,43.8,0.09,0.97
19500218,74.0,40.0,63.2,44.1,0.09,1.0
19500219,73.0,40.0,63.4,44.3,0.09,1.03
19500220,75.0,45.0,63.7,44.5,0.09,1.07
19500221,67.0,44.0,64.0,44.8,0.09,1.1
19500222,64.0,35.0,64.2,45.0,0.09,1.13
19500223,69.0,34.0,64.5,45.2,0.09,1.16
19500224,75.0,37.0,64.8,45.5,0.09,1.19
19500225,78.0,39.0,65.1,45.7,0.09,1.22
19500226,75.0,42.0,65.4,45.9,0.09,1.25
19500227,73.0,49.0,65.7,46.2,0.09,1.27
19500228,70.0,42.0,66.0,46.4,0.09,1.3
19500301,62.0,48.0,66.3,46.6,0.09,1.32
19500302,69.0,45.0,66.6,46.8,0.09,1.34
19500303,75.0,42.0,66.9,47.0,0.09,1.37
19500304,78.0,44.0,67.2,47.3,0.09,1.39
19500305,79.0,43.0,67.5,47.5,0.09,1.41
19500306,64.0,45.0,67.7,47.7,0.09,1.43
19500307,61.0,38.0,68.0,47.9,0.09,1.45
19500308,73.0,36.0,68.3,48.1,0.09,1.47
19500309,73.0,46.0,68.6,48.3,0.09,1.48
19500310,70.0,44.0,68.9,48.4,0.09,1.5
19500311,67.0,39.0,69.1,48.6,0.09,1.52
19500312,55.0,33.0,69.4,48.8,0.09,1.53
19500313,58.0,25.0,69.7,49.0,0.09,1.55
19500314,68.0,29.0,69.9,49.1,0.09,1.56
19500315,68.0,35.0,70.2,49.3,0.09,1.58
19500316,73.0,35.0,70.4,49.5,0.09,1.59
19500317,77.0,40.0,70.7,49.6,0.09,1.6
19500318,72.0,47.0,70.9,49.8,0.09,1.61
19500319,80.0,45.0,71.2,50.0,0.09,1.62
19500320,71.0,48.0,71.4,50.1,0.09,1.64
19500321,76.0,38.0,71.6,50.3,0.09,1.65
19500322,81.0,51.0,71.9,50.4,0.09,1.66
19500323,77.0,42.0,72.1,50.6,0.09,1.67
19500324,75.0,49.0,72.3,50.7,0.09,1.68
19500325,61.0,46.0,72.6,50.9,0.09,1.69
19500326,65.0,45.0,72.8,51.1,0.09,1.69
19500327,74.0,37.0,73.0,51.2,0.09,1.7
19500328,75.0,39.0,73.2,51.4,0.09,1.71
19500329,74.0,42.0,73.5,51.6,0.09,1.72
19500330,82.0,52.0,73.7,51.8,0.09,1.73
19500331,86.0,46.0,73.9,52.0,0.09,1.74
19500401,89.0,54.0,74.2,52.2,0.09,1.75
19500402,89.0,54.0,74.4,52.4,0.09,1.76
19500403,87.0,58.0,74.6,52.6,0.09,1.76
19500404,77.0,50.0,74.9,52.8,0.09,1.77
19500405,86.0,49.0,75.1,53.0,0.09,1.78
19500406,80.0,63.0,75.4,53.3,0.09,1.79
19500407,81.0,56.0,75.6,53.5,0.09,1.79
19500408,70.0,48.0,75.9,53.7,0.09,1.8
19500409,64.0,44.0,76.2,54.0,0.09,1.81
19500410,70.0,38.0,76.5,54.3,0.09,1.81
19500411,78.0,41.0,76.7,54.5,0.09,1.82
19500412,83.0,45.0,77.0,54.8,0.09,1.82
19500413,83.0,55.0,77.3,55.1,0.09,1.83
19500414,69.0,48.0,77.6,55.4,0.09,1.83
19500415,76.0,50.0,77.9,55.7,0.09,1.84
19500416,85.0,46.0,78.2,56.0,0.09,1.84
19500417,90.0,51.0,78.6,56.3,0.09,1.85
19500418,88.0,57.0,78.9,56.7,0.09,1.85
19500419,87.0,50.0,79.2,57.0,0.09,1.85
19500420,94.0,51.0,79.6,57.3,0.09,1.86
19500421,98.0,54.0,79.9,57.7,0.09,1.86
19500422,92.0,70.0,80.3,58.0,0.09,1.86
19500423,88.0,54.0,80.6,58.4,0.09,1.87
19500424,76.0,56.0,81.0,58.7,0.09,1.87
19500425,85.0,42.0,81.3,59.1,0.09,1.87
19500426,91.0,53.0,81.7,59.4,0.09,1.88
19500427,88.0,63.0,82.1,59.8,0.09,1.88
19500428,77.0,56.0,82.4,60.1,0.09,1.88
19500429,75.0,42.0,82.8,60.5,0.09,1.89
19500430,84.0,44.0,83.2,60.8,0.09,1.89
19500501,80.0,60.0,83.5,61.2,0.09,1.89
19500502,76.0,54.0,83.9,61.5,0.09,1.9
19500503,67.0,46.0,84.3,61.8,0.09,1.9
19500504,70.0,43.0,84.7,62.2,0.09,1.91
19500505,76.0,40.0,85.0,62.5,0.09,1.91
19500506,78.0,48.0,85.4,62.8,0.09,1.91
19500507,69.0,51.0,85.8,63.2,0.09,1.92
19500508,74.0,49.0,86.1,63.5,0.09,1.92
19500509,75.0,52.0,86.5,63.8,0.09,1.93
19500510,79.0,49.0,86.9,64.1,0.09,1.93
19500511,85.0,51.0,87.2,64.4,0.09,1.93
19500512,88.0,59.0,87.6,64.7,0.09,1.94
19500513,90.0,55.0,88.0,65.1,0.09,1.94
19500514,92.0,63.0,88.3,65.3,0.09,1.94
19500515,95.0,60.0,88.7,65.6,0.09,1.95
19500516,95.0,63.0,89.0,65.9,0.09,1.95
19500517,87.0,59.0,89.3,66.2,0.09,1.95
19500518,92.0,60.0,89.7,66.5,0.09,1.96
19500519,90.0,64.0,90.0,66.8,0.09,1.96
19500520,94.0,61.0,90.4,67.1,0.09,1.97
19500521,97.0,60.0,90.7,67.3,0.09,1.97
19500522,98.0,66.0,91.0,67.6,0.09,1.97
19500523,92.0,61.0,91.4,67.9,0.09,1.98
19500524,93.0,60.0,91.7,68.1,0.09,1.98
19500525,91.0,62.0,92.0,68.4,0.09,1.99
19500526,89.0,60.0,92.3,68.7,0.09,1.99
19500527,99.0,58.0,92.7,68.9,0.09,1.99
19500528,99.0,71.0,93.0,69.2,0.09,2.0
19500529,97.0,68.0,93.3,69.5,0.09,2.0
19500530,102.0,63.0,93.6,69.8,0.09,2.01
19500531,103.0,68.0,93.9,70.0,0.09,2.01
19500601,102.0,68.0,94.3,70.3,0.09,2.01
19500602,104.0,75.0,94.6,70.6,0.09,2.02
19500603,90.0,67.0,94.9,70.9,0.09,2.02
19500604,95.0,62.0,95.2,71.2,0.09,2.02
19500605,102.0,60.0,95.5,71.4,0.09,2.02
19500606,94.0,59.0,95.8,71.7,0.09,2.03
19500607,77.0,52.0,96.2,72.0,0.09,2.03
19500608,83.0,54.0,96.5,72.3,0.09,2.03
19500609,91.0,50.0,96.8,72.6,0.09,2.03
19500610,96.0,63.0,97.1,72.9,0.09,2.04
19500611,90.0,69.0,97.4,73.2,0.09,2.04
19500612,91.0,63.0,97.7,73.5,0.09,2.04
19500613,93.0,61.0,98.0,73.8,0.09,2.04
19500614,94.0,63.0,98.4,74.1,0.09,2.05
19500615,95.0,63.0,98.7,74.5,0.09,2.05
19500616,95.0,63.0,99.0,74.8,0.09,2.05
19500617,96.0,66.0,99.3,75.1,0.09,2.05
19500618,98.0,62.0,99.6,75.4,0.09,2.05
19500619,103.0,65.0,99.9,75.7,0.09,2.05
19500620,105.0,68.0,100.2,76.0,0.09,2.06
19500621,103.0,75.0,100.4,76.3,0.09,2.06
19500622,99.0,71.0,100.7,76.6,0.09,2.06
19500623,98.0,71.0,101.0,76.9,0.09,2.06
19500624,91.0,68.0,101.3,77.2,0.09,2.06
19500625,98.0,59.0,101.5,77.5,0.09,2.07
19500626,103.0,67.0,101.8,77.8,0.09,2.07
19500627,107.0,65.0,102.0,78.0,0.09,2.07
19500628,108.0,67.0,102.3,78.3,0.09,2.07
19500629,112.0,71.0,102.5,78.6,0.09,2.08
19500630,114.0,79.0,102.7,78.8,0.09,2.08
19500701,115.0,81.0,102.9,79.1,0.09,2.09
19500702,115.0,77.0,103.1,79.3,0.09,2.09
19500703,111.0,76.0,103.3,79.5,0.09,2.1
19500704,108.0,78.0,103.5,79.7,0.09,2.1
19500705,97.0,68.0,103.6,79.9,0.58,2.11
19500706,84.0,66.0,103.8,80.1,0.74,2.12
19500707,92.0,69.0,103.9,80.3,0.76,2.13
19500708,93.0,71.0,104.0,80.5,0.76,2.14
19500709,95.0,75.0,104.2,80.6,0.76,2.15
19500710,98.0,76.0,104.3,80.8,0.76,2.16
19500711,102.0,75.0,104.3,80.9,0.76,2.17
19500712,106.0,76.0,104.4,81.0,0.76,2.18
19500713,111.0,77.0,104.5,81.1,0.76,2.19
19500714,111.0,82.0,104.5,81.2,0.76,2.21
19500715,110.0,84.0,104.6,81.3,0.76,2.22
19500716,108.0,82.0,104.6,81.3,0.76,2.24
19500717,104.0,81.0,104.6,81.4,0.76,2.25
19500718,103.0,79.0,104.7,81.4,0.76,2.27
19500719,102.0,78.0,104.7,81.5,0.76,2.29
19500720,105.0,75.0,104.6,81.5,0.76,2.3
19500721,107.0,76.0,104.6,81.5,0.76,2.32
19500722,105.0,74.0,104.6,81.5,0.76,2.33
19500723,102.0,70.0,104.6,81.5,1.03,2.35
19500724,100.0,73.0,104.5,81.5,1.03,2.36
19500725,101.0,70.0,104.5,81.5,1.18,2.38
19500726,91.0,68.0,104.4,81.4,1.43,2.39
19500727,103.0,73.0,104.3,81.4,1.43,2.41
19500728,100.0,79.0,104.3,81.4,1.43,2.43
19500729,99.0,76.0,104.2,81.3,1.43,2.45
19500730,100.0,69.0,104.1,81.3,1.43,2.46
19500731,94.0,73.0,104.0,81.2,1.43,2.48
19500801,97.0,73.0,103.9,81.1,1.43,2.49
19500802,102.0,72.0,103.8,81.0,1.43,2.51
19500803,104.0,69.0,103.7,81.0,1.43,2.52
19500804,98.0,75.0,103.6,80.9,1.43,2.53
19500805,97.0,73.0,103.5,80.8,1.43,2.55
19500806,99.0,64.0,103.4,80.7,1.43,2.56
19500807,100.0,63.0,103.3,80.6,1.43,2.57
19500808,98.0,70.0,103.2,80.5,1.43,2.58
19500809,102.0,73.0,103.1,80.4,1.43,2.59
19500810,100.0,72.0,103.0,80.3,1.72,2.6
19500811,97.0,64.0,102.8,80.2,1.72,2.61
19500812,93.0,63.0,102.7,80.0,1.72,2.62
19500813,97.0,66.0,102.6,79.9,1.72,2.63
19500814,101.0,65.0,102.4,79.8,1.72,2.64
19500815,102.0,66.0,102.3,79.7,1.72,2.65
19500816,105.0,67.0,102.2,79.5,1.72,2.66
19500817,108.0,72.0,102.0,79.4,1.72,2.67
19500818,110.0,71.0,101.9,79.2,1.72,2.68
19500819,110.0,72.0,101.7,79.1,1.72,2.69
19500820,110.0,76.0,101.6,78.9,1.72,2.7
19500821,108.0,77.0,101.4,78.8,1.72,2.71
19500822,107.0,72.0,101.3,78.6,1.72,2.73
19500823,105.0,78.0,101.1,78.4,1.72,2.74
19500824,103.0,77.0,100.9,78.2,1.72,2.75
19500825,103.0,70.0,100.7,78.0,1.72,2.75
19500826,105.0,71.0,100.5,77.8,1.72,2.76
19500827,107.0,72.0,100.3,77.6,1.72,2.77
19500828,108.0,76.0,100.1,77.4,1.72,2.78
19500829,108.0,75.0,99.9,77.1,1.72,2.79
19500830,111.0,74.0,99.6,76.9,1.72,2.8
19500831,111.0,76.0,99.4,76.6,1.72,2.81
19500901,113.0,79.0,99.1,76.3,1.72,2.82
19500902,110.0,78.0,98.9,76.1,1.72,2.83
19500903,108.0,77.0,98.6,75.8,1.72,2.84
19500904,106.0,77.0,98.3,75.5,1.72,2.85
19500905,101.0,79.0,98.0,75.2,1.72,2.86
19500906,91.0,73.0,97.7,74.9,1.72,2.87
19500907,79.0,64.0,97.4,74.5,2.34,2.88
19500908,89.0,65.0,97.1,74.2,2.34,2.89
19500909,92.0,61.0,96.7,73.8,2.34,2.9
19500910,91.0,61.0,96.4,73.5,2.34,2.91
19500911,92.0,62.0,96.0,73.1,2.34,2.92
19500912,92.0,62.0,95.7,72.7,2.34,2.93
19500913,94.0,60.0,95.3,72.3,2.34,2.94
19500914,91.0,68.0,94.9,71.9,2.34,2.95
19500915,92.0,58.0,94.5,71.5,2.34,2.96
19500916,90.0,66.0,94.1,71.1,2.34,2.97
19500917,85.0,62.0,93.7,70.7,2.34,2.97
19500918,85.0,58.0,93.3,70.3,2.34,2.98
19500919,81.0,56.0,92.8,69.9,2.34,2.99
19500920,86.0,54.0,92.4,69.4,2.34,3.0
19500921,88.0,57.0,92.0,69.0,2.34,3.0
19500922,90.0,56.0,91.5,68.6,2.34,3.01
19500923,92.0,56.0,91.1,68.1,2.34,3.02
19500924,92.0,60.0,90.6,67.7,2.34,3.03
19500925,94.0,59.0,90.1,67.2,2.34,3.03
19500926,94.0,59.0,89.7,66.8,2.34,3.04
19500927,94.0,61.0,89.2,66.3,2.34,3.04
19500928,97.0,61.0,88.8,65.9,2.34,3.05
19500929,91.0,67.0,88.3,65.5,2.34,3.05
19500930,78.0,55.0,87.8,65.0,2.34,3.06
19501001,76.0,51.0,87.4,64.6,2.34,3.07
19501002,80.0,45.0,86.9,64.1,2.34,3.07
19501003,85.0,44.0,86.4,63.7,2.34,3.08
19501004,89.0,47.0,86.0,63.3,2.34,3.08
19501005,95.0,55.0,85.5,62.9,2.34,3.09
19501006,89.0,61.0,85.1,62.4,2.34,3.1
19501007,87.0,55.0,84.6,62.0,2.34,3.1
19501008,89.0,56.0,84.1,61.6,2.34,3.11
19501009,95.0,62.0,83.7,61.2,2.34,3.12
19501010,94.0,60.0,83.2,60.8,2.34,3.13
19501011,93.0,57.0,82.8,60.4,2.34,3.13
19501012,97.0,59.0,82.3,60.0,2.34,3.14
19501013,95.0,59.0,81.9,59.6,2.34,3.15
19501014,96.0,60.0,81.5,59.2,2.34,3.16
19501015,91.0,70.0,81.0,58.8,2.34,3.16
19501016,92.0,66.0,80.6,58.4,2.34,3.17
19501017,89.0,64.0,80.1,58.0,2.34,3.18
19501018,87.0,53.0,79.7,57.6,2.34,3.19
19501019,88.0,50.0,79.3,57.3,2.34,3.2
19501020,88.0,51.0,78.8,56.9,2.34,3.21
19501021,86.0,51.0,78.4,56.5,2.34,3.22
19501022,84.0,50.0,77.9,56.1,2.34,3.23
19501023,79.0,53.0,77.5,55.8,2.34,3.24
19501024,85.0,55.0,77.1,55.4,2.34,3.25
19501025,78.0,61.0,76.6,55.0,2.34,3.26
19501026,80.0,60.0,76.2,54.6,2.34,3.27
19501027,78.0,61.0,75.7,54.2,2.34,3.28
19501028,87.0,52.0,75.3,53.9,2.34,3.3
19501029,90.0,53.0,74.8,53.5,2.34,3.31
19501030,84.0,66.0,74.3,53.1,2.34,3.32
19501031,79.0,57.0,73.9,52.7,2.34,3.33
19501101,81.0,50.0,73.4,52.3,2.34,3.34
19501102,82.0,52.0,72.9,51.9,2.34,3.35
19501103,76.0,57.0,72.5,51.5,2.34,3.36
19501104,78.0,47.0,72.0,51.1,2.34,3.37
19501105,77.0,46.0,71.5,50.7,2.34,3.39
19501106,78.0,47.0,71.0,50.3,2.34,3.4
19501107,78.0,48.0,70.5,49.9,2.34,3.41
19501108,83.0,48.0,70.0,49.5,2.34,3.42
19501109,61.0,43.0,69.5,49.1,2.34,3.43
19501110,52.0,30.0,69.0,48.7,2.34,3.44
19501111,58.0,24.0,68.5,48.3,2.34,3.46
19501112,60.0,24.0,68.0,47.8,2.34,3.47
19501113,68.0,37.0,67.5,47.4,2.34,3.48
19501114,61.0,47.0,67.0,47.0,2.34,3.49
19501115,59.0,36.0,66.5,46.6,2.34,3.5
19501116,68.0,37.0,66.0,46.2,2.34,3.52
19501117,63.0,38.0,65.5,45.8,2.34,3.53
19501118,68.0,40.0,65.0,45.4,2.34,3.54
19501119,77.0,55.0,64.5,45.0,2.34,3.55
19501120,74.0,48.0,64.0,44.6,2.34,3.56
19501121,76.0,49.0,63.5,44.2,2.34,3.57
19501122,76.0,44.0,63.0,43.8,2.34,3.58
19501123,75.0,41.0,62.5,43.4,2.34,3.6
19501124,77.0,40.0,62.1,43.1,2.34,3.61
19501125,76.0,41.0,61.6,42.7,2.34,3.62
19501126,75.0,38.0,61.2,42.4,2.34,3.64
19501127,73.0,38.0,60.8,42.0,2.34,3.65
19501128,72.0,37.0,60.4,41.7,2.34,3.66
19501129,71.0,38.0,60.0,41.4,2.34,3.68
19501130,63.0,40.0,59.6,41.1,2.34,3.69
19501201,70.0,49.0,59.2,40.8,2.34,3.7
19501202,58.0,33.0,58.9,40.5,2.34,3.71
19501203,55.0,43.0,58.5,40.3,2.34,3.73
19501204,66.0,39.0,58.2,40.0,2.34,3.74
19501205,63.0,41.0,57.9,39.8,2.34,3.75
19501206,59.0,33.0,57.7,39.6,2.34,3.77
19501207,61.0,36.0,57.4,39.4,2.34,3.78
19501208,66.0,39.0,57.2,39.2,2.34,3.79
19501209,71.0,34.0,56.9,39.0,2.34,3.8
19501210,74.0,39.0,56.7,38.8,2.34,3.82
19501211,66.0,39.0,56.6,38.7,2.34,3.83
19501212,71.0,41.0,56.4,38.6,2.34,3.85
19501213,63.0,38.0,56.2,38.5,2.34,3.86
19501214,71.0,43.0,56.1,38.4,2.34,3.88
19501215,68.0,44.0,56.0,38.3,2.34,3.89
19501216,68.0,41.0,55.9,38.2,2.34,3.91
19501217,69.0,38.0,55.9,38.1,2.34,3.93
19501218,62.0,37.0,55.8,38.1,2.34,3.94
19501219,66.0,37.0,55.8,38.1,2.34,3.96
19501220,68.0,35.0,55.8,38.0,2.34,3.98
19501221,68.0,37.0,55.7,38.0,2.34,3.99
19501222,68.0,36.0,55.8,38.0,2.34,4.01
19501223,69.0,35.0,55.8,38.0,2.34,4.03
19501224,69.0,35.0,55.8,38.0,2.34,4.05
19501225,63.0,32.0,55.9,38.1,2.34,4.07
19501226,60.0,30.0,55.9,38.1,2.34,4.09
19501227,61.0,32.0,56.0,38.1,2.34,4.11
19501228,61.0,31.0,56.0,38.2,2.34,4.13
19501229,65.0,36.0,56.1,38.2,2.34,4.15
19501230,65.0,35.0,56.2,38.3,2.34,4.17
19501231,53.0,38.0,56.3,38.3,2.34,4.19
19510101,49.0,37.0,56.4,38.4,0.00,0.02
19510102,48.0,28.0,56.5,38.4,0.00,0.04
19510103,50.0,25.0,56.6,38.5,0.00,0.06
19510104,55.0,35.0,56.7,38.5,0.00,0.08
19510105,58.0,31.0,56.8,38.6,0.00,0.1
19510106,53.0,27.0,56.9,38.7,0.00,0.12
19510107,56.0,22.0,57.0,38.7,0.00,0.14
19510108,53.0,25.0,57.2,38.8,0.00,0.16
19510109,58.0,28.0,57.3,38.9,0.00,0.17
19510110,50.0,29.0,57.4,38.9,0.00,0.19
19510111,52.0,27.0,57.5,39.0,0.16,0.21
19510112,49.0,34.0,57.6,39.1,0.16,0.23
19510113,53.0,29.0,57.7,39.1,0.16,0.25
19510114,53.0,28.0,57.8,39.2,0.16,0.26
19510115,54.0,33.0,57.9,39.3,0.16,0.28
19510116,56.0,32.0,58.0,39.3,0.16,0.3
19510117,52.0,30.0,58.1,39.4,0.16,0.32
19510118,61.0,33.0,58.2,39.5,0.16,0.33
19510119,59.0,45.0,58.3,39.5,0.16,0.35
19510120,54.0,29.0,58.4,39.6,0.16,0.36
19510121,56.0,31.0,58.5,39.7,0.16,0.38
19510122,60.0,33.0,58.6,39.8,0.16,0.39
19510123,66.0,37.0,58.7,39.9,0.16,0.4
19510124,71.0,38.0,58.8,40.0,0.16,0.42
19510125,70.0,38.0,58.9,40.1,0.16,0.43
19510126,68.0,35.0,59.0,40.1,0.16,0.45
19510127,67.0,35.0,59.1,40.3,0.16,0.47
19510128,67.0,39.0,59.3,40.4,0.16,0.48
19510129,57.0,33.0,59.4,40.5,0.19,0.5
19510130,42.0,31.0,59.5,40.6,0.19,0.52
19510131,40.0,22.0,59.6,40.7,0.19,0.54
19510201,41.0,25.0,59.8,40.8,0.19,0.56
19510202,46.0,22.0,59.9,41.0,0.19,0.58
19510203,54.0,26.0,60.1,41.1,0.19,0.6
19510204,57.0,33.0,60.2,41.3,0.19,0.62
19510205,65.0,34.0,60.4,41.4,0.19,0.65
19510206,71.0,36.0,60.5,41.6,0.19,0.67
19510207,69.0,38.0,60.7,41.8,0.19,0.69
19510208,71.0,44.0,60.9,42.0,0.19,0.71
19510209,77.0,42.0,61.1,42.1,0.19,0.74
19510210,74.0,42.0,61.3,42.3,0.19,0.76
19510211,70.0,52.0,61.5,42.5,0.19,0.79
19510212,63.0,47.0,61.7,42.7,0.19,0.82
19510213,61.0,42.0,61.9,42.9,0.19,0.84
19510214,58.0,30.0,62.2,43.2,0.19,0.87
19510215,60.0,33.0,62.4,43.4,0.19,0.9
19510216,62.0,32.0,62.6,43.6,0.19,0.94
19510217,65.0,31.0,62.9,43.8,0.19,0.97
19510218,61.0,45.0,63.2,44.1,0.19,1.0
19510219,55.0,33.0,63.4,44.3,0.19,1.03
19510220,57.0,27.0,63.7,44.5,0.19,1.07
19510221,69.0,32.0,64.0,44.8,0.19,1.1
19510222,54.0,35.0,64.2,45.0,0.19,1.13
19510223,53.0,28.0,64.5,45.2,0.19,1.16
19510224,58.0,32.0,64.8,45.5,0.19,1.19
19510225,59.0,33.0,65.1,45.7,0.19,1.22
19510226,55.0,40.0,65.4,45.9,0.19,1.25
19510227,49.0,31.0,65.7,46.2,0.21,1.27
19510228,53.0,24.0,66.0,46.4,0.21,1.3
19510301,45.0,27.0,66.3,46.6,0.24,1.32
19510302,47.0,33.0,66.6,46.8,0.24,1.34
19510303,51.0,31.0,66.9,47.0,0.24,1.37
19510304,52.0,32.0,67.2,47.3,0.24,1.39
19510305,65.0,47.0,67.5,47.5,0.24,1.41
19510306,67.0,46.0,67.7,47.7,0.24,1.43
19510307,71.0,43.0,68.0,47.9,0.24,1.45
19510308,69.0,41.0,68.3,48.1,0.24,1.47
19510309,73.0,52.0,68.6,48.3,0.24,1.48
19510310,63.0,44.0,68.9,48.4,0.24,1.5
19510311,60.0,36.0,69.1,48.6,0.24,1.52
19510312,65.0,31.0,69.4,48.8,0.24,1.53
19510313,75.0,35.0,69.7,49.0,0.24,1.55
19510314,72.0,47.0,69.9,49.1,0.24,1.56
19510315,80.0,38.0,70.2,49.3,0.24,1.58
19510316,80.0,44.0,70.4,49.5,0.24,1.59
19510317,58.0,42.0,70.7,49.6,0.24,1.6
19510318,59.0,37.0,70.9,49.8,0.24,1.61
19510319,69.0,32.0,71.2,50.0,0.24,1.62
19510320,74.0,40.0,71.4,50.1,0.24,1.64
19510321,81.0,45.0,71.6,50.3,0.24,1.65
19510322,79.0,52.0,71.9,50.4,0.24,1.66
19510323,72.0,43.0,72.1,50.6,0.24,1.67
19510324,75.0,38.0,72.3,50.7,0.24,1.68
19510325,82.0,40.0,72.6,50.9,0.24,1.69
19510326,76.0,57.0,72.8,51.1,0.24,1.69
19510327,76.0,53.0,73.0,51.2,0.24,1.7
19510328,68.0,44.0,73.2,51.4,0.24,1.71
19510329,69.0,44.0,73.5,51.6,0.24,1.72
19510330,66.0,47.0,73.7,51.8,0.24,1.73
19510331,63.0,42.0,73.9,52.0,0.24,1.74
19510401,70.0,39.0,74.2,52.2,0.24,1.75
19510402,75.0,45.0,74.4,52.4,0.24,1.76
19510403,76.0,49.0,74.6,52.6,0.24,1.76
19510404,71.0,52.0,74.9,52.8,0.24,1.77
19510405,67.0,46.0,75.1,53.0,0.24,1.78
19510406,74.0,44.0,75.4,53.3,0.24,1.79
19510407,78.0,48.0,75.6,53.5,0.24,1.79
19510408,85.0,49.0,75.9,53.7,0.24,1.8
19510409,90.0,55.0,76.2,54.0,0.24,1.81
19510410,83.0,56.0,76.5,54.3,0.24,1.81
19510411,75.0,47.0,76.7,54.5,0.24,1.82
19510412,81.0,44.0,77.0,54.8,0.24,1.82
19510413,88.0,46.0,77.3,55.1,0.24,1.83
19510414,90.0,49.0,77.6,55.4,0.24,1.83
19510415,88.0,53.0,77.9,55.7,0.24,1.84
19510416,85.0,59.0,78.2,56.0,0.24,1.84
19510417,81.0,60.0,78.6,56.3,0.24,1.85
19510418,80.0,51.0,78.9,56.7,0.24,1.85
19510419,70.0,56.0,79.2,57.0,0.24,1.85
19510420,80.0,54.0,79.6,57.3,0.24,1.86
19510421,82.0,58.0,79.9,57.7,0.24,1.86
19510422,88.0,53.0,80.3,58.0,0.24,1.86
19510423,88.0,58.0,80.6,58.4,0.24,1.87
19510424,80.0,54.0,81.0,58.7,0.24,1.87
19510425,66.0,50.0,81.3,59.1,0.27,1.87
19510426,72.0,46.0,81.7,59.4,0.27,1.88
19510427,78.0,45.0,82.1,59.8,0.27,1.88
19510428,73.0,50.0,82.4,60.1,0.28,1.88
19510429,62.0,45.0,82.8,60.5,0.28,1.89
19510430,67.0,43.0,83.2,60.8,0.28,1.89
19510501,72.0,47.0,83.5,61.2,0.28,1.89
19510502,77.0,45.0,83.9,61.5,0.28,1.9
19510503,85.0,51.0,84.3,61.8,0.28,1.9
19510504,88.0,56.0,84.7,62.2,0.28,1.91
19510505,90.0,55.0,85.0,62.5,0.28,1.91
19510506,79.0,59.0,85.4,62.8,0.28,1.91
19510507,85.0,53.0,85.8,63.2,0.28,1.92
19510508,86.0,55.0,86.1,63.5,0.28,1.92
19510509,85.0,53.0,86.5,63.8,0.28,1.93
19510510,91.0,59.0,86.9,64.1,0.28,1.93
19510511,83.0,62.0,87.2,64.4,0.28,1.93
19510512,76.0,57.0,87.6,64.7,0.28,1.94
19510513,76.0,48.0,88.0,65.1,0.28,1.94
19510514,67.0,48.0,88.3,65.3,0.28,1.94
19510515,61.0,47.0,88.7,65.6,0.28,1.95
19510516,78.0,45.0,89.0,65.9,0.28,1.95
19510517,89.0,54.0,89.3,66.2,0.28,1.95
19510518,94.0,63.0,89.7,66.5,0.28,1.96
19510519,93.0,61.0,90.0,66.8,0.28,1.96
19510520,95.0,63.0,90.4,67.1,0.28,1.97
19510521,78.0,60.0,90.7,67.3,0.38,1.97
19510522,81.0,55.0,91.0,67.6,0.38,1.97
19510523,92.0,59.0,91.4,67.9,0.38,1.98
19510524,98.0,63.0,91.7,68.1,0.38,1.98
19510525,105.0,65.0,92.0,68.4,0.38,1.99
19510526,109.0,71.0,92.3,68.7,0.38,1.99
19510527,105.0,77.0,92.7,68.9,0.38,1.99
19510528,98.0,77.0,93.0,69.2,0.38,2.0
19510529,98.0,72.0,93.3,69.5,0.38,2.0
19510530,95.0,72.0,93.6,69.8,0.38,2.01
19510531,84.0,65.0,93.9,70.0,0.38,2.01
19510601,78.0,60.0,94.3,70.3,0.38,2.01
19510602,82.0,55.0,94.6,70.6,0.38,2.02
